Club,League,Игрок,М,Мин,З,ВнЗ,Г,Пен,П,Г+П,ЖК,КК
Спартак,Россия. Премьер-лига 2016/2017,Евгений Макеев,2.0,135,0,1,0,0,0,0,0,0
Спартак,Россия. Премьер-лига 2016/2017,Александр Пуцко,1.0,10,0,1,0,0,0,0,0,0
Спартак,Россия. Премьер-лига 2016/2017,Игорь Леонтьев,1.0,90,0,0,0,0,0,0,0,0
Спартак,Россия. Премьер-лига 2016/2017,Всего,,26947,72,72,46,2,38,84,44,4
Спартак,Россия. Премьер-лига 2015/2016,Квинси Промес,30.0,2651,4,1,18,2,4,22,3,0
Спартак,Россия. Премьер-лига 2015/2016,Ивелин Попов,29.0,2314,18,1,4,0,5,9,6,0
Спартак,Россия. Премьер-лига 2015/2016,Сальваторе Боккетти,28.0,2520,0,0,3,0,0,3,10,0
Спартак,Россия. Премьер-лига 2015/2016,Денис Глушаков,27.0,2331,5,0,4,0,0,4,8,0
Спартак,Россия. Премьер-лига 2015/2016,Дмитрий Комбаров,25.0,2179,0,1,2,2,3,5,2,1
Спартак,Россия. Премьер-лига 2015/2016,Зе Луиш,24.0,1684,6,7,8,0,5,13,3,0
Спартак,Россия. Премьер-лига 2015/2016,Ромуло,21.0,1623,2,3,0,0,3,3,2,0
Спартак,Россия. Премьер-лига 2015/2016,Александр Зотов,20.0,1113,6,8,0,0,2,2,2,0
Спартак,Россия. Премьер-лига 2015/2016,Сергей Паршивлюк,16.0,1047,2,5,0,0,0,0,5,0
Спартак,Россия. Премьер-лига 2015/2016,Сердар Ташчи,16.0,1428,1,0,1,0,0,1,4,0
Спартак,Россия. Премьер-лига 2015/2016,Евгений Макеев,15.0,1082,5,2,0,0,2,2,2,1
Спартак,Россия. Премьер-лига 2015/2016,Александр Зуев,14.0,339,1,12,0,0,2,2,1,0
Спартак,Россия. Премьер-лига 2015/2016,Владимир Гранат,14.0,935,1,4,0,0,0,0,2,0
Спартак,Россия. Премьер-лига 2015/2016,Роман Широков,14.0,1197,2,0,0,0,3,3,4,0
Спартак,Россия. Премьер-лига 2015/2016,Кирилл Комбаров,12.0,763,4,3,0,0,1,1,1,0
Спартак,Россия. Премьер-лига 2015/2016,Жано Ананидзе,11.0,600,4,5,0,0,3,3,0,0
Спартак,Россия. Премьер-лига 2015/2016,Лоренсо Мельгарехо,11.0,468,5,5,2,0,1,3,1,0
Спартак,Россия. Премьер-лига 2015/2016,Юра Мовсисян,11.0,663,10,1,3,0,2,5,1,0
Спартак,Россия. Премьер-лига 2015/2016,Илья Кутепов,10.0,806,1,1,0,0,0,0,1,0
Спартак,Россия. Премьер-лига 2015/2016,Денис Давыдов,8.0,159,1,7,1,0,1,2,0,0
Спартак,Россия. Премьер-лига 2015/2016,Арас Озбилиз,7.0,216,1,6,0,0,1,1,3,0
Спартак,Россия. Премьер-лига 2015/2016,Сергей Брызгалов,6.0,515,1,0,0,0,0,0,3,0
Спартак,Россия. Премьер-лига 2015/2016,Георгий Мелкадзе,4.0,87,0,4,0,0,0,0,0,0
Спартак,Россия. Премьер-лига 2015/2016,Игорь Леонтьев,3.0,56,0,3,0,0,0,0,0,0
Спартак,Россия. Премьер-лига 2015/2016,Александр Пуцко,2.0,180,0,0,0,0,0,0,0,0
Спартак,Россия. Премьер-лига 2015/2016,Александр Козлов,1.0,8,0,1,0,0,0,0,0,0
Спартак,Россия. Премьер-лига 2015/2016,Денис Кутин,1.0,26,0,1,0,0,0,0,1,0
Спартак,Россия. Премьер-лига 2015/2016,Хосе Мануэль Хурадо,1.0,69,1,0,0,0,0,0,0,0
Спартак,Россия. Премьер-лига 2015/2016,Всего,,27059,81,81,46,4,38,84,65,2
Спартак,Россия. Премьер-лига 2014/2015,Квинси Промес,28.0,2381,7,1,13,0,4,17,3,0
Спартак,Россия. Премьер-лига 2014/2015,Ким Чельстрем,28.0,2152,8,2,2,0,3,5,7,0
Спартак,Россия. Премьер-лига 2014/2015,Денис Глушаков,27.0,2146,9,3,2,0,1,3,5,0
Спартак,Россия. Премьер-лига 2014/2015,Сергей Паршивлюк,26.0,2239,4,0,0,0,3,3,5,1
Спартак,Россия. Премьер-лига 2014/2015,Дмитрий Комбаров,25.0,2199,3,1,2,2,3,5,5,0
Спартак,Россия. Премьер-лига 2014/2015,Евгений Макеев,25.0,2058,2,2,0,0,0,0,6,0
Спартак,Россия. Премьер-лига 2014/2015,Сердар Ташчи,22.0,1778,3,2,1,0,1,2,8,0
Спартак,Россия. Премьер-лига 2014/2015,Хуан Инсаурральде,20.0,1609,2,3,1,0,1,2,4,0
Спартак,Россия. Премьер-лига 2014/2015,Денис Давыдов,19.0,664,6,12,0,0,3,3,5,0
Спартак,Россия. Премьер-лига 2014/2015,Ромуло,19.0,1373,4,3,2,0,0,2,0,1
Спартак,Россия. Премьер-лига 2014/2015,Хосе Мануэль Хурадо,18.0,1040,4,8,3,0,3,6,0,0
Спартак,Россия. Премьер-лига 2014/2015,Патрик Эберт,17.0,1233,7,2,0,0,4,4,6,0
Спартак,Россия. Премьер-лига 2014/2015,Юра Мовсисян,16.0,847,8,7,2,0,4,6,1,0
Спартак,Россия. Премьер-лига 2014/2015,Жано Ананидзе,15.0,749,4,8,0,0,0,0,0,0
Спартак,Россия. Премьер-лига 2014/2015,Жоао Карлос,15.0,967,0,5,1,0,2,3,1,0
Спартак,Россия. Премьер-лига 2014/2015,Артем Дзюба,13.0,859,3,3,7,0,2,9,2,0
Спартак,Россия. Премьер-лига 2014/2015,Вячеслав Кротов,10.0,610,4,3,3,0,0,3,1,0
Спартак,Россия. Премьер-лига 2014/2015,Павел Яковлев,8.0,376,2,4,0,0,1,1,2,0
Спартак,Россия. Премьер-лига 2014/2015,Сергей Брызгалов,8.0,513,1,2,0,0,0,0,2,0
Спартак,Россия. Премьер-лига 2014/2015,Альберто Тино Коста,7.0,306,2,3,0,0,2,2,1,0
Спартак,Россия. Премьер-лига 2014/2015,Роман Широков,5.0,257,3,2,1,0,0,1,0,0
Спартак,Россия. Премьер-лига 2014/2015,Абдул Уорис,4.0,172,1,3,0,0,0,0,0,0
Спартак,Россия. Премьер-лига 2014/2015,Артем Тимофеев,3.0,96,0,3,0,0,1,1,1,0
Спартак,Россия. Премьер-лига 2014/2015,Сальваторе Боккетти,3.0,228,2,0,0,0,0,0,1,0
Спартак,Россия. Премьер-лига 2014/2015,Александр Зуев,2.0,23,0,2,0,0,0,0,0,0
Спартак,Россия. Премьер-лига 2014/2015,Георгий Мелкадзе,2.0,66,0,2,0,0,0,0,0,0
Спартак,Россия. Премьер-лига 2014/2015,Арас Озбилиз,1.0,18,0,1,0,0,0,0,0,0
Спартак,Россия. Премьер-лига 2014/2015,Денис Кутин,1.0,90,0,0,0,0,0,0,0,0
Спартак,Россия. Премьер-лига 2014/2015,Лукас Барриос,1.0,9,0,1,1,0,0,1,1,0
Спартак,Россия. Премьер-лига 2014/2015,Рафаэл Кариока,1.0,8,0,1,0,0,0,0,0,0
Спартак,Россия. Премьер-лига 2014/2015,Всего,,27066,89,89,41,2,38,79,67,2
Спартак,Россия. Премьер-лига 2013/2014,Хосе Мануэль Хурадо,29.0,2551,5,0,8,0,2,10,5,0
Спартак,Россия. Премьер-лига 2013/2014,Денис Глушаков,28.0,2415,3,1,1,0,1,2,5,0
Спартак,Россия. Премьер-лига 2013/2014,Дмитрий Комбаров,28.0,2520,0,0,2,1,5,7,5,0
Спартак,Россия. Премьер-лига 2013/2014,Арас Озбилиз,27.0,1670,10,9,3,0,2,5,2,0
Спартак,Россия. Премьер-лига 2013/2014,Юра Мовсисян,27.0,2057,18,2,16,2,2,18,5,0
Спартак,Россия. Премьер-лига 2013/2014,Рафаэл Кариока,26.0,2014,3,5,0,0,1,1,8,0
Спартак,Россия. Премьер-лига 2013/2014,Сергей Паршивлюк,25.0,2171,2,1,2,0,4,6,4,0
Спартак,Россия. Премьер-лига 2013/2014,Альберто Тино Коста,24.0,2046,6,0,3,0,5,8,8,0
Спартак,Россия. Премьер-лига 2013/2014,Евгений Макеев,24.0,2061,3,0,0,0,1,1,6,0
Спартак,Россия. Премьер-лига 2013/2014,Павел Яковлев,22.0,1008,5,12,3,0,3,6,4,0
Спартак,Россия. Премьер-лига 2013/2014,Жоао Карлос,15.0,1311,3,0,0,0,1,1,4,0
Спартак,Россия. Премьер-лига 2013/2014,Лукас Барриос,15.0,500,2,11,1,0,1,2,1,0
Спартак,Россия. Премьер-лига 2013/2014,Эйден Макгиди,13.0,794,5,4,1,0,5,6,2,0
Спартак,Россия. Премьер-лига 2013/2014,Сальваторе Боккетти,12.0,958,1,1,0,0,0,0,3,0
Спартак,Россия. Премьер-лига 2013/2014,Ким Чельстрем,10.0,479,4,4,1,0,1,2,0,0
Спартак,Россия. Премьер-лига 2013/2014,Ромуло,9.0,324,2,6,0,0,1,1,0,0
Спартак,Россия. Премьер-лига 2013/2014,Хуан Инсаурральде,7.0,408,1,3,0,0,0,0,1,1
Спартак,Россия. Премьер-лига 2013/2014,Кирилл Комбаров,6.0,385,1,2,0,0,2,2,1,0
Спартак,Россия. Премьер-лига 2013/2014,Марек Сухи,6.0,177,0,5,0,0,0,0,2,0
Спартак,Россия. Премьер-лига 2013/2014,Патрик Эберт,6.0,246,3,3,0,0,0,0,0,0
Спартак,Россия. Премьер-лига 2013/2014,Абдул Уорис,4.0,43,1,4,1,0,0,1,0,0
Спартак,Россия. Премьер-лига 2013/2014,Сергей Брызгалов,4.0,343,1,0,0,0,0,0,1,0
Спартак,Россия. Премьер-лига 2013/2014,Сердар Ташчи,4.0,314,1,0,0,0,0,0,0,0
Спартак,Россия. Премьер-лига 2013/2014,Эммануэль Эменике,4.0,214,1,2,3,0,0,3,0,0
Спартак,Россия. Премьер-лига 2013/2014,Денис Давыдов,2.0,6,0,2,0,0,0,0,0,0
Спартак,Россия. Премьер-лига 2013/2014,Динияр Билялетдинов,2.0,32,0,2,0,0,0,0,0,0
Спартак,Россия. Премьер-лига 2013/2014,Владимир Обухов,1.0,30,0,1,0,0,0,0,0,0
Спартак,Россия. Премьер-лига 2013/2014,Всего,,27077,81,80,45,3,37,82,67,1
Спартак,Россия. Премьер-лига 2012/2013,Дмитрий Комбаров,29.0,2610,0,0,7,4,6,13,3,0
Спартак,Россия. Премьер-лига 2012/2013,Ари,27.0,1953,9,6,4,0,7,11,5,0
Спартак,Россия. Премьер-лига 2012/2013,Рафаэл Кариока,27.0,2207,4,3,1,0,1,2,7,1
Спартак,Россия. Премьер-лига 2012/2013,Артем Дзюба,25.0,1530,12,7,4,0,7,11,3,0
Спартак,Россия. Премьер-лига 2012/2013,Евгений Макеев,22.0,1854,3,1,0,0,1,1,6,0
Спартак,Россия. Премьер-лига 2012/2013,Марек Сухи,21.0,1782,1,1,1,0,1,2,8,0
Спартак,Россия. Премьер-лига 2012/2013,Ким Чельстрем,20.0,1315,9,4,2,0,2,4,3,0
Спартак,Россия. Премьер-лига 2012/2013,Кирилл Комбаров,18.0,1045,1,7,0,0,1,1,3,1
Спартак,Россия. Премьер-лига 2012/2013,Хосе Мануэль Хурадо,18.0,1262,4,3,3,0,4,7,4,0
Спартак,Россия. Премьер-лига 2012/2013,Эйден Макгиди,17.0,1242,4,3,5,0,4,9,6,2
Спартак,Россия. Премьер-лига 2012/2013,Павел Яковлев,16.0,739,3,9,2,0,3,5,1,0
Спартак,Россия. Премьер-лига 2012/2013,Эммануэль Эменике,16.0,1025,4,6,5,0,1,6,4,0
Спартак,Россия. Премьер-лига 2012/2013,Жано Ананидзе,15.0,652,6,9,3,0,2,5,0,0
Спартак,Россия. Премьер-лига 2012/2013,Динияр Билялетдинов,14.0,903,4,4,3,0,1,4,1,0
Спартак,Россия. Премьер-лига 2012/2013,Деми де Зеув,12.0,733,5,3,0,0,0,0,4,0
Спартак,Россия. Премьер-лига 2012/2013,Николас Пареха,12.0,1059,0,0,2,0,0,2,2,1
Спартак,Россия. Премьер-лига 2012/2013,Сергей Брызгалов,11.0,907,1,1,1,0,0,1,1,0
Спартак,Россия. Премьер-лига 2012/2013,Хуан Инсаурральде,11.0,861,1,1,1,0,0,1,1,1
Спартак,Россия. Премьер-лига 2012/2013,Сальваторе Боккетти,10.0,900,0,0,0,0,0,0,5,0
Спартак,Россия. Премьер-лига 2012/2013,Огнен Вукоевич,9.0,582,3,2,0,0,0,0,3,0
Спартак,Россия. Премьер-лига 2012/2013,Веллитон,8.0,339,3,4,0,0,2,2,4,0
